task_id,family_code,family,task,base_hours,department,hourly_rate,price,labor_taxable_default,family_tax_rule,tags,epass_code_stems,source_rows,hours_vary_by_brand,review_flag
RE-034,RE,Refrigeration,"Sealed System 1-Replace COMPRESSOR, EVAPORATOR, & FILTER DRIER",5.5,appliance,130,715.0,by_install_type,by_install_type,sealed-system,RE506,2,no,
RE-035,RE,Refrigeration,"Sealed System 2 - Compressor, Evaporator, Condenser, Heat Exchanger, and Filter Drier",6.5,appliance,130,845.0,by_install_type,by_install_type,sealed-system,RE507,1,no,
RE-036,RE,Refrigeration,Shelf/Storage Bin Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,,RE428,1,no,
RE-037,RE,Refrigeration,Thermistor/Sensor Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,RE429,1,no,
RE-038,RE,Refrigeration,Vacuum and/or Clean Condenser Coils,0.5,appliance,130,65.0,by_install_type,by_install_type,,RE431,1,no,
RE-039,RE,Refrigeration,WLAN WIFI Card Replacement - Includes de-installation and re-installation of unit to allow access to component.,1.5,appliance,130,195.0,by_install_type,by_install_type,unit-removal,RE435,1,no,
RE-040,RE,Refrigeration,Water Filter Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,,RE432,1,no,
RE-041,RE,Refrigeration,Water Line Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,,RE433,1,no,
RE-042,RE,Refrigeration,Water Reservoir Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,,RE434,1,no,
SO-001,SO,Wall Oven,Bake Element Replacement,0.75,appliance,130,97.5,N,N,,SO400,1,no,
SO-002,SO,Wall Oven,Broil Element Replacement,0.75,appliance,130,97.5,N,N,,SO401,1,no,
SO-003,SO,Wall Oven,Capacitor Replacement,0.5,appliance,130,65.0,N,N,,SO402,1,no,
SO-004,SO,Wall Oven,Connecting Tube(s)/Clamp(s) Replacement,0.5,appliance,130,65.0,N,N,,SO403,1,no,
SO-005,SO,Wall Oven,Convect Element Replacement,0.75,appliance,130,97.5,N,N,,SO404,1,no,
SO-006,SO,Wall Oven,Convect Fan Motor/Blade Replacement,1.0,appliance,130,130.0,N,N,,SO405,1,no,
SO-007,SO,Wall Oven,Cooling Fan Motor/Blade Replacement,0.75,appliance,130,97.5,N,N,,SO406,1,no,
SO-008,SO,Wall Oven,Descale & Clean Unit,0.75,appliance,130,97.5,N,N,,SO407,1,no,
SO-009,SO,Wall Oven,Door Component Replacement,0.5,appliance,130,65.0,N,N,,SO408,1,no,
SO-010,SO,Wall Oven,Door Interlock Switch Replacement/Adjustment,1.0,appliance,130,130.0,N,N,,SO409,1,no,
SO-011,SO,Wall Oven,Flow Meter Replacement - Water,1.0,appliance,130,130.0,N,N,,SO411,1,no,
SO-012,SO,Wall Oven,Heater Assembly Replacement,1.5,appliance,130,195.0,N,N,,SO412,1,no,
SO-013,SO,Wall Oven,Interference Limiter Replacement,1.0,appliance,130,130.0,N,N,,SO413,1,no,
SO-014,SO,Wall Oven,Pressure Relief Valve Replacement,1.0,appliance,130,130.0,N,N,,SO417,1,no,
SO-015,SO,Wall Oven,Probe Jack Replacement,0.75,appliance,130,97.5,N,N,,SO418,1,no,
SO-016,SO,Wall Oven,Rack Replacement - Oven,0.15,appliance,130,19.5,N,N,,SO419,1,no,
SO-017,SO,Wall Oven,Sensor Replacement - Cook/Humidity,0.75,appliance,130,97.5,N,N,,SO420,1,no,
SO-018,SO,Wall Oven,Sensor/Thermistor Replacement,0.75,appliance,130,97.5,N,N,,SO421,1,no,
SO-019,SO,Wall Oven,Solenoid Replacement,1.0,appliance,130,130.0,N,N,,SO422,1,no,
SO-020,SO,Wall Oven,Steam Generator Replacement,1.0,appliance,130,130.0,N,N,,SO423,1,no,
SO-021,SO,Wall Oven,Temp Sensor Replacement,1.0,appliance,130,130.0,N,N,,SO424,1,no,
SO-022,SO,Wall Oven,Thermal Limiter Replacement,1.0,appliance,130,130.0,N,N,,SO426,1,no,
SO-023,SO,Wall Oven,Thermal/Line Fuse Replacement,0.25,appliance,130,32.5,N,N,,SO427,1,no,
SO-024,SO,Wall Oven,Water Leak Repair,0.75,appliance,130,97.5,N,N,,SO429,1,no,
SO-025,SO,Wall Oven,Water Pump Replacement,1.0,appliance,130,130.0,N,N,,SO430,1,no,
SO-026,SO,Wall Oven,Water Reservoir Replacement,0.25,appliance,130,32.5,N,N,,SO431,1,no,
VA-001,VA,(unknown VA),Disassemble Unit and Clean Components,0.5,appliance,130,65.0,Y,Y,,VA401,1,no,family code unidentified
VA-002,VA,(unknown VA),Repair Burnt Wire/Loose Connection,0.5,appliance,130,65.0,Y,Y,,VA403,1,no,family code unidentified
VA-003,VA,(unknown VA),Repair or Replace Major Chassis Component,0.75,appliance,130,97.5,Y,Y,,VA404,1,no,family code unidentified
VA-004,VA,(unknown VA),Repair or Replace Minor Chassis Component,0.3,appliance,130,39.0,Y,Y,,VA405,1,no,family code unidentified
VA-005,VA,(unknown VA),Replace Bag and/or Filter,0.2,appliance,130,26.0,Y,Y,,VA406,1,no,family code unidentified
VA-006,VA,(unknown VA),Replace Belt,0.35,appliance,130,45.5,Y,Y,,VA407,1,no,family code unidentified
VA-007,VA,(unknown VA),Replace Blower Assembly,0.8,appliance,130,104.0,Y,Y,,VA408,1,no,family code unidentified
VA-008,VA,(unknown VA),Replace Hose,0.35,appliance,130,45.5,Y,Y,,VA409,1,no,family code unidentified
VA-009,VA,(unknown VA),Replace Motor,0.8,appliance,130,104.0,Y,Y,,VA410,1,no,family code unidentified
VA-010,VA,(unknown VA),Replace Roller Brush Assembly,0.35,appliance,130,45.5,Y,Y,,VA411,1,no,family code unidentified
VA-011,VA,(unknown VA),Replace Switch/Switch Assembly,0.5,appliance,130,65.0,Y,Y,,VA412,1,no,family code unidentified
VA-012,VA,(unknown VA),Replace Thermal Limiter/Fuse Assembly,0.5,appliance,130,65.0,Y,Y,,VA413,1,no,family code unidentified
VA-013,VA,(unknown VA),Replace Wiring Harness,0.8,appliance,130,104.0,Y,Y,,VA414,1,no,family code unidentified
VH-001,VH,Vent Hood,Blower Motor Replacement (Pro Hood),1.25,appliance,130,162.5,N,N,pro,VH400,1,yes,hours varied by brand in old book; pro/standard pair — consider one task + pro tag
VH-002,VH,Vent Hood,Blower Motor Replacement (Standard Hood),0.5,appliance,130,65.0,N,N,standard,VH401,1,yes,hours varied by brand in old book; pro/standard pair — consider one task + pro tag
VH-003,VH,Vent Hood,Correct Electrical Wiring at Hood Connection,0.75,appliance,130,97.5,N,N,,VH402,1,no,
VH-004,VH,Vent Hood,Correct Electrical Wiring at Remote/Inline Blower Connection,1.0,appliance,130,130.0,N,N,,VH403,1,no,
VH-005,VH,Vent Hood,Duct Connection Repair/Seal,0.5,appliance,130,65.0,N,N,,VH404,1,no,
VH-006,VH,Vent Hood,Electronic Control Replacement,0.75,appliance,130,97.5,N,N,,VH405,1,yes,hours varied by brand in old book
VH-007,VH,Vent Hood,Filter Cleaning - Baffle/Mesh (Pro Hood),0.5,appliance,130,65.0,N,N,pro,VH406,1,no,pro/standard pair — consider one task + pro tag
VH-008,VH,Vent Hood,Filter Cleaning - Baffle/Mesh (Standard Hood),0.35,appliance,130,45.5,N,N,standard,VH407,1,no,pro/standard pair — consider one task + pro tag
VH-009,VH,Vent Hood,Filter Replacement - Baffle/Mesh,0.35,appliance,130,45.5,N,N,,VH408,1,no,
VH-010,VH,Vent Hood,Light Bulb Receptacle Replacement (Pro Hood),0.5,appliance,130,65.0,N,N,pro,VH409,1,yes,hours varied by brand in old book; pro/standard pair — consider one task + pro tag
VH-011,VH,Vent Hood,Light Bulb Receptacle Replacement (Standard Hood),0.5,appliance,130,65.0,N,N,standard,VH410,1,no,pro/standard pair — consider one task + pro tag
VH-012,VH,Vent Hood,Switch Replacement - Light/Fan,0.75,appliance,130,97.5,N,N,,VH413,1,yes,hours varied by brand in old book
WA-001,WA,Washer,Belt(s) Replacement,0.75,appliance,130,97.5,Y,Y,,WA400,1,no,
WA-002,WA,Washer,Detergent Dispenser Replacement,0.75,appliance,130,97.5,Y,Y,,WA401,1,no,
WA-003,WA,Washer,Door Assembly Replacement,1.0,appliance,130,130.0,Y,Y,,WA402,1,no,
WA-004,WA,Washer,Door/Lid Switch Assembly Replacement,0.5,appliance,130,65.0,Y,Y,,WA403,1,no,
WA-005,WA,Washer,Drive Motor Replacement,1.25,appliance,130,162.5,Y,Y,,WA404,1,no,
WA-006,WA,Washer,Gasket Replacement (Bellows or Regular),1.5,appliance,130,195.0,Y,Y,,WA406,1,no,
WA-007,WA,Washer,Heating Element Replacement,1.5,appliance,130,195.0,Y,Y,,WA407,1,no,
WA-008,WA,Washer,Hose(s) or Clamp(s) Replacement,0.5,appliance,130,65.0,Y,Y,,WA408,1,no,
WA-009,WA,Washer,Inner/Outer Tub/Bearing Replacement -Front Load Washer,3.0,appliance,130,390.0,Y,Y,,WA409,1,no,
WA-010,WA,Washer,Inner/Outer Tub/Bearing Replacement -Top Load Washer,2.5,appliance,130,325.0,Y,Y,,WA410,1,no,
WA-011,WA,Washer,Motor Coupling/Link Replacement,0.5,appliance,130,65.0,Y,Y,,WA413,1,no,
WA-012,WA,Washer,Pump/Pump Motor Replacement,1.0,appliance,130,130.0,Y,Y,,WA415,1,no,
WA-013,WA,Washer,Remove Debris From Pin Trap,0.5,appliance,130,65.0,Y,Y,,WA416,1,no,
WA-014,WA,Washer,Replace Leveling Legs/Wheels- Built-in Under Counter or Stacked,1.0,appliance,130,130.0,Y,Y,built-in,WA417,1,no,
WA-015,WA,Washer,Replace Leveling Legs/Wheels- Freestanding (non built-in and not stacked),0.5,appliance,130,65.0,Y,Y,built-in freestanding,WA418,1,no,
WA-016,WA,Washer,Suspension Component(s) Replacement,1.25,appliance,130,162.5,Y,Y,,WA419,1,no,
WA-017,WA,Washer,Transmission/Clutch Assembly Replacement,2.5,appliance,130,325.0,Y,Y,,WA420,1,no,
WA-018,WA,Washer,Water Valve Replacement,0.75,appliance,130,97.5,Y,Y,,WA421,1,no,
WD-001,WD,Warming Drawer,Convection Element Replacement,1.0,appliance,130,130.0,N,N,,WD400,1,no,
WD-002,WD,Warming Drawer,Convection Fan Motor/Blade Replacement,1.0,appliance,130,130.0,N,N,,WD401,1,no,
WD-003,WD,Warming Drawer,Cooling Fan Motor/Blade Replacement,1.0,appliance,130,130.0,N,N,,WD402,1,no,
WD-004,WD,Warming Drawer,Drawer Panel Alignment/Adjustment,0.5,appliance,130,65.0,N,N,,WD403,1,no,
WD-005,WD,Warming Drawer,Drawer Rail Component(s) Replacement,0.75,appliance,130,97.5,N,N,,WD404,1,no,
WD-006,WD,Warming Drawer,HI-Limit Thermal Cutout Replacement,1.0,appliance,130,130.0,N,N,,WD407,1,no,
WD-007,WD,Warming Drawer,Heat Element Replacement,1.0,appliance,130,130.0,N,N,,WD406,1,no,
GEN-001,GEN,Any appliance,Address Noise Complaint,0.5,appliance,130,65.0,by_install_type,by_install_type,generic,CE601|CF601|CG601|CO601|DI601|DR601|DW601|GR601|IM601|MW601|RE601|SO601|VH601|WA601|WD601,15,no,
GEN-002,GEN,Any appliance,Cabinet Component Repair - Major,3.0,appliance,130,390.0,by_install_type,by_install_type,generic,CE602|CF602|CG602|CO602|DI602|DR602|DW602|GR602|IM602|MW602|RE602|SO602|VH602|WA602|WD602,15,no,
GEN-003,GEN,Any appliance,Cabinet Component Repair - Minor,1.0,appliance,130,130.0,by_install_type,by_install_type,generic,CE603|CF603|CG603|CO603|DI603|DR603|DW603|GR603|IM603|MW603|RE603|SO603|VH603|WA603|WD603,15,no,
GEN-004,GEN,Any appliance,Component Replacement/Repair - Major,3.0,appliance,130,390.0,by_install_type,by_install_type,generic,CE604|CF604|CG604|CO604|DI604|DR604|DW604|GR604|IM604|MW604|RE604|SO604|VH604|WA604|WD604,15,no,
GEN-005,GEN,Any appliance,Component Replacement/Repair - Minor,1.0,appliance,130,130.0,by_install_type,by_install_type,generic,CE605|CF605|CG605|CO605|DI605|DR605|DW605|GR605|IM605|MW605|RE605|SO605|VH605|WA605|WD605,15,no,
GEN-006,GEN,Any appliance,Cosmetic Part Replacement - Major,0.75,appliance,130,97.5,by_install_type,by_install_type,generic,CE606|CF606|CG606|DR606|DW606|GR606|IM606|MW606|RE606|SO606|VH606|WA606|WD606,13,no,
GEN-007,GEN,Any appliance,Cosmetic Part Replacement - Minor,0.25,appliance,130,32.5,by_install_type,by_install_type,generic,CE607|CF607|CG607|CO606|CO607|DI606|DI607|DR607|DW607|GR607|IM607|MW607|RE607|SO607|VH607|WA607|WD607,15,yes,"generic task — applies to every family; hours were 0.25h×13, 0.75h×2"
GEN-008,GEN,Any appliance,Electronic Control/Module Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,generic,CE423|CF407|CG421|CO405|GR407|MW408|RE416|SO410|WD405,9,yes,"generic task — applies to every family; hours were 1.0h×5, 1.5h×2, 0.75h×2"
GEN-009,GEN,Any appliance,Electronic Control/Timer/Pad Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,generic,DR407|DW416|WA405,3,yes,"generic task — applies to every family; hours were 1.0h×2, 0.75h×1"
GEN-010,GEN,Any appliance,Interference Suppressor Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,generic,DR412|DW420|WA411,3,no,
GEN-011,GEN,Any appliance,Level Unit/Adjust Unit,0.5,appliance,130,65.0,by_install_type,by_install_type,generic,CE609|CF609|CG609|CO609|DI609|DR413|DR609|DW609|GR609|IM609|MW609|SO609|VH609|WA609|WD609,14,yes,"generic task — applies to every family; hours were 0.5h×13, 0.25h×1"
GEN-012,GEN,Any appliance,Light Bulb Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,generic,CF412|DR414|GR412|IM418|MW411|RE422|VH411|WA412|WD408,9,yes,"generic task — applies to every family; hours were 0.25h×7, 0.5h×2"
GEN-013,GEN,Any appliance,Light Bulb Replacement (Front Access),0.25,appliance,130,32.5,by_install_type,by_install_type,generic,DW421|SO414,2,no,
GEN-014,GEN,Any appliance,Light Bulb Replacement (Front Service),0.2,appliance,130,26.0,by_install_type,by_install_type,generic,CE430|CG429,2,no,
GEN-015,GEN,Any appliance,"Light Bulb Replacement (Rear Access - Unit De-installation, Re-install)",1.0,appliance,130,130.0,by_install_type,by_install_type,generic,DW422,1,no,
GEN-016,GEN,Any appliance,Light Bulb Replacement (Rear Access),0.5,appliance,130,65.0,by_install_type,by_install_type,generic,SO415,1,no,
GEN-017,GEN,Any appliance,Light Bulb Replacement (Rear Service),0.5,appliance,130,65.0,by_install_type,by_install_type,generic,CE431|CG430,2,no,
GEN-018,GEN,Any appliance,Power Cord/Electrical Conduit Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,generic,CE434|CF414|CG439|CO411|DI401|DR417|DW424|GR418|IM419|MW413|RE423|SO416|VA402|VH412|WA414|WD409,16,no,
GEN-019,GEN,Any appliance,Problem Could Not Be Reproduced,0.5,appliance,130,65.0,by_install_type,by_install_type,generic,CE610|CF610|CG610|CO610|DI610|DR610|DW610|GR610|IM610|MW610|RE611|SO610|VH610|WA610|WD610,15,no,
GEN-020,GEN,Any appliance,Repair Burnt Wire(s) or Loose Connection(s),0.75,appliance,130,97.5,by_install_type,by_install_type,generic,CE611|CF611|CG611|CO611|DI611|DR611|DW611|GR611|IM611|MW611|RE612|SO611|VH611|WA611|WD611,15,no,
GEN-021,GEN,Any appliance,Reset Home Circuit Breaker,0.25,appliance,130,32.5,by_install_type,by_install_type,generic,CE612|CF612|CG612|CO612|DI612|DR612|DW612|GR612|IM612|MW612|RE613|SO612|VH612|WA612|WD612,15,no,
GEN-022,GEN,Any appliance,Terminal Block Replacement - Electrical Connection,0.5,appliance,130,65.0,by_install_type,by_install_type,generic,CE440|CG448|DR418|MW417|SO425,5,yes,"generic task — applies to every family; hours were 0.5h×4, 0.75h×1"
GEN-023,GEN,Any appliance,Transformer Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,generic,CE441|CG450|GR425|IM425|MW420|RE430|SO428,7,yes,"generic task — applies to every family; hours were 0.75h×3, 1.0h×3, 0.5h×1"
GEN-024,GEN,Any appliance,WLAN WIFI Card Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,generic,DW436|WA422,2,yes,"generic task — applies to every family; hours were 1.0h×1, 0.25h×1"
